title,product_id,url,price,rating,number_of_reviews,product_options,count_of_images,images_urls,favorited_by,store_name,description,reviews
New Orange Shadow Fade Custom Xbox One S Controller,888032161,www.etsy.com/listing/888032161,543.72,4.77,,,0,,2,TechnicallyGeek,"This is a listing for an Orange Shadow Fade Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
Controller Faceplate for Xbox One,668224190,www.etsy.com/listing/668224190,163.13,4.0,,"Select a color: Blue, Green, Purple, Pink, Rose gold, Silver, Red, Black, Yellow, White, Gray, Orange, Gold",6,"https://i.etsystatic.com/19557029/d/il/f4da65/1823262389/il_75x75.1823262389_h13b.jpg?version=0,https://i.etsystatic.com/19557029/d/il/f3522f/1775805228/il_75x75.1775805228_mcms.jpg?version=0,https://i.etsystatic.com/19557029/d/il/aa7bad/1775805364/il_75x75.1775805364_l7k0.jpg?version=0,https://i.etsystatic.com/19557029/d/il/17f844/1823262801/il_75x75.1823262801_ag3t.jpg?version=0,https://i.etsystatic.com/19557029/d/il/3eb309/1823262909/il_75x75.1823262909_12xe.jpg?version=0,https://i.etsystatic.com/19557029/d/il/3534c5/1775805458/il_75x75.1775805458_dqfx.jpg?version=0",6,MindgamesDesigns,"This face plate gives your controller a bit of character. Add more colors for a more personal feel in the options area. Processing and shipping times may vary depending on work load, but I strive to deliver your item as quickly as possible.",
New Chrome Red Custom Xbox One S Controller,874103052,www.etsy.com/listing/874103052,543.72,4.77,,,0,,,TechnicallyGeek,"This is a listing for a Chrome Red Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
New Chrome Orange Custom Xbox One S Controller,888055643,www.etsy.com/listing/888055643,543.72,4.77,,,0,,,TechnicallyGeek,"This is a listing for a Chrome Orange Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
"Lava Custom Controllers Custom Elite 2 Controller Compatible with Xbox One, Xbox Series X, Xbox Series S.",903332364,www.etsy.com/listing/903332364,"1,359.16",5.0,,,7,"https://i.etsystatic.com/21306103/d/il/4e541d/2757318555/il_75x75.2757318555_4gug.jpg?version=0,https://i.etsystatic.com/21306103/d/il/737f43/2709639602/il_75x75.2709639602_9fgz.jpg?version=0,https://i.etsystatic.com/21306103/d/il/be1d78/2709639830/il_75x75.2709639830_kmyl.jpg?version=0,https://i.etsystatic.com/21306103/d/il/52904d/2709639998/il_75x75.2709639998_rc51.jpg?version=0,https://i.etsystatic.com/21306103/d/il/f04219/2757253239/il_75x75.2757253239_6cx5.jpg?version=0,https://i.etsystatic.com/21306103/d/il/4677bb/2709540358/il_75x75.2709540358_e7ca.jpg?version=0,https://i.etsystatic.com/21306103/d/il/1a1cdd/2757219565/il_75x75.2757219565_6f9j.jpg?version=0",,ModdedControllers,"Custom Controllers Custom Elite 2 Controller Compatible with Xbox One, Xbox Series X, Xbox Series S. Feel confident purchasing your new custom controller. We only use new Elite series 2 controllers. Package Contains: Custom Elite 2 controller, controller instructions, All original accessories. We offer the best customer service in the industry. All Elite 2 custom controllers are proudly customized in the U.S.A. Make your friends jealous with your new custom Elite 2 controller for Xbox One.",
"Scary Party Custom Controllers Custom Elite 2 Controller Compatible with Xbox One, Xbox Series X, Xbox Series S.",917258543,www.etsy.com/listing/917258543,"1,359.16",5.0,,,7,"https://i.etsystatic.com/21306103/d/il/ac1b6c/2709645098/il_75x75.2709645098_5a2d.jpg?version=0,https://i.etsystatic.com/21306103/d/il/4b570b/2709645340/il_75x75.2709645340_bqey.jpg?version=0,https://i.etsystatic.com/21306103/d/il/c97648/2709646820/il_75x75.2709646820_ld9b.jpg?version=0,https://i.etsystatic.com/21306103/d/il/c7e835/2709645534/il_75x75.2709645534_1wx6.jpg?version=0,https://i.etsystatic.com/21306103/d/il/90b35c/2709565336/il_75x75.2709565336_srxy.jpg?version=0,https://i.etsystatic.com/21306103/d/il/1a1cdd/2757219565/il_75x75.2757219565_6f9j.jpg?version=0,https://i.etsystatic.com/21306103/d/il/4677bb/2709540358/il_75x75.2709540358_e7ca.jpg?version=0",,ModdedControllers,"Custom Controllers Custom Elite 2 Controller Compatible with Xbox One, Xbox Series X, Xbox Series S. Feel confident purchasing your new custom controller. We only use new Elite series 2 controllers. Package Contains: Custom Elite 2 controller, controller instructions, All original accessories. We offer the best customer service in the industry. All Elite 2 custom controllers are proudly customized in the U.S.A. Make your friends jealous with your new custom Elite 2 controller for Xbox One.",
New Blue Custom Xbox One S Controller,874083514,www.etsy.com/listing/874083514,543.72,4.77,,,0,,,TechnicallyGeek,"This is a listing for a Blue Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
New Scarlet Red Custom Xbox One S Controller,888013935,www.etsy.com/listing/888013935,543.72,4.77,,,0,,,TechnicallyGeek,"This is a listing for a Scarlet Red Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
"White Scull Smart Xbox One ELITE 2 Series Custom Modded Controller. FPS mods. COD Warzone. Control , adjust, add mods via phone App",908592751,www.etsy.com/listing/908592751,"1,631.05",5.0,,,10,"https://i.etsystatic.com/21306103/d/il/d444fa/2724366895/il_75x75.2724366895_kayk.jpg?version=0,https://i.etsystatic.com/21306103/d/il/95e444/2676680688/il_75x75.2676680688_h92k.jpg?version=0,https://i.etsystatic.com/21306103/d/il/20c85a/2724366181/il_75x75.2724366181_76v5.jpg?version=0,https://i.etsystatic.com/21306103/d/il/0020e9/2724365673/il_75x75.2724365673_8img.jpg?version=0,https://i.etsystatic.com/21306103/d/il/31da78/2676681094/il_75x75.2676681094_c7jq.jpg?version=0,https://i.etsystatic.com/21306103/d/il/54b720/2621043956/il_75x75.2621043956_5vfg.jpg?version=0,https://i.etsystatic.com/21306103/d/il/cfa9ce/2668698063/il_75x75.2668698063_7yzm.jpg?version=0,https://i.etsystatic.com/21306103/d/il/9f2814/2621044002/il_75x75.2621044002_fk5i.jpg?version=0,https://i.etsystatic.com/21306103/d/il/885e5d/2621044070/il_75x75.2621044070_8ajy.jpg?version=0,https://i.etsystatic.com/21306103/d/il/96e876/2621044250/il_75x75.2621044250_fiyv.jpg?version=0",,ModdedControllers,"MZ Titan introducing the MOST advanced Custom Xbox One ELITE 2 Series Modded Controllers on the market. Control, adjust, add mods via an MZ TITAN APP. 100% ORIGINAL XBOX ONE ELITE 2 Series CONTROLLER. We use only authentic controllers to build our modded controllers BE ON TOP OF YOUR GAME. Utilize the combined powers of the MZ Titan chip and our app to get your hands on the newest tech — a fully adjustable modified controller you can reprogram at will using only your phone. Simply buy a Modded Zone controller with a Titan chip, download the app, connect to your phone via Bluetooth, and just like that you have endless options to choose from designed to help you stay at your peak performance. How easy is that? In the past, if you wanted to adjust mods you had to hold and REMEMBER some button combinations, wait till LEDs blinked and spend a couple of minutes to adjust each mod. But with the MZ Titan? You could make those adjustments yourself whenever you want — with just a few quick taps on your phone using our app! That means you always have the best functionality no matter what game you’re playing — even if it’s several different ones all in the same day. CONTROLLER COMES WITH FPS MOD PACK. FIRST PERSON SHOOTER PACK INCLUDED: [RAPID FIRE], [BURST FIRE], [AKIMBO], [DROP SHOT], [JUMP SHOT], [AUTO SCOPE], [QUICK SCOPE], [AUTO HOLD BREATH], [AUTO SPRINT]. Those presets aren’t set in stone. Remember, this is a fully customizable controller! That means the Mod Marketplace is also where you’ll go to search for additional mod packs and perks to buy and add to your profiles so you can switch between functions with just a few taps on your phone screen. 100% UNDETECTABLE with 1 YEAR WARRANTY ON MOD CHIP. Package contains: Custom painted original modded controller, modded controller instruction. Please note: controller doesn’t come with cable or any other accessories.",
Controller Stand / Xbox / PS4 / Playstation / Console / PS5 / Xbox Series X / XSX / Elite / Ready to Ship!,886393936,www.etsy.com/listing/886393936,BRL,5.0,,,3,"https://i.etsystatic.com/20049829/d/il/892aad/2643724208/il_75x75.2643724208_3v84.jpg?version=0,https://i.etsystatic.com/20049829/d/il/5bb426/2691382173/il_75x75.2691382173_trot.jpg?version=0,https://i.etsystatic.com/20049829/d/il/49241a/2691382175/il_75x75.2691382175_fq5t.jpg?version=0",11,AFCWoodworks,"Handmade solid wood walnut controller stand with routed base. Works well with both Playstation and Xbox controllers. *** This item is finished and ready to ship *** Materials: Solid hardwood walnut design finely sanded with a polymerized linseed oil, natural resin, and polyurethane finish. Each board is selected for interesting features or combinations of hardwood (dark) and sapwood (light). Due to the natural variance each finished piece will be unique. If you have a strong preference for the color of the wood or the amount of features (knots, holes, other interesting shapes) please send me a message. Dimensions: 5"" x 5"" base with 3"" tall stand (~4"" total height) Depending on the time of order I'll do my best to ship same day. Happy to answer any questions.",
Xbox One Elite White Controller Rear Grips Back Shell Replacement Handle Left Right,811471942,www.etsy.com/listing/811471942,126.12,4.78,,,3,"https://i.etsystatic.com/22181608/d/il/7e334a/2413008823/il_75x75.2413008823_iz07.jpg?version=0,https://i.etsystatic.com/22181608/d/il/c45b5c/2365400238/il_75x75.2365400238_lh74.jpg?version=0,https://i.etsystatic.com/22181608/d/il/5a20ac/2365405918/il_75x75.2365405918_f98v.jpg?version=0",2,Devinecustomzuk,"YOUR PERFECT REPLACEMENT - These xbox one elite rear shell grip replacements are sure to get you back in the game with a perfect fit and comfortable finish OUR QUALITY -We only use the best quality modification components for your complete peace of mind REGAIN THE ADVANTAGE - Bring your old, tired or damaged controlled back to life! 3 MONTHS WARRANTY - Love your new controller or return them to us with 3 months warranty ! Package includes : 1x Xbox one Original White elite left rear grip 1x Xbox one Original White elite Right rear grip",
New Lime Green Custom Xbox One S Controller,874091676,www.etsy.com/listing/874091676,543.72,4.77,,,0,,3,TechnicallyGeek,"This is a listing for a Lime Green Custom Xbox One S Controller I only use brand new controllers for all of my orders, including Xbox One S controllers, these will be shipped in their original retail packaging. Only order from someone who knows what they're doing! We've done hundreds of these controllers over the past few years! We know what we're doing! I also do full customization work, if you would like to discuss a project, please message me and we can begin discussing your idea.",
Remote Caddy & Controller Stand w/Headset Holder/ Xbox / Playstation / PS4 / PS5 / Xbox Series X / XSX / Console / Elite / Ready to Ship!!!,933296117,www.etsy.com/listing/933296117,BRL,5.0,,,5,"https://i.etsystatic.com/20049829/d/il/939766/2760095190/il_75x75.2760095190_qzf4.jpg?version=0,https://i.etsystatic.com/20049829/d/il/e2ab6d/2760095182/il_75x75.2760095182_l8so.jpg?version=0,https://i.etsystatic.com/20049829/d/il/03d3c8/2760095188/il_75x75.2760095188_7fjf.jpg?version=0,https://i.etsystatic.com/20049829/d/il/359dfc/2760095186/il_75x75.2760095186_qtv6.jpg?version=0,https://i.etsystatic.com/20049829/d/il/003eef/2760095192/il_75x75.2760095192_dy0l.jpg?version=0",,AFCWoodworks,"=== This item is finished and ready to ship!!! === Handmade solid wood walnut remote caddy, controller and headset stand. Single and double controller stands available. Works well with both Playstation and Xbox controllers. Materials: Solid hardwood walnut design finely sanded with a polymerized linseed oil, natural resin and additional polyurethane finish. Approximate Dimensions: Overall - 12"" long x 8"" wide x 14"" tall Base: 12"" long x 8"" wide x 3/4"" thick Large Remote Holder - 3 1/4"" inch square opening x 6"" tall Small Remote Holder - 2 1/4"" inch square opening x 3"" tall",
Console + Controller LED MOD - Xbox One Slim X and Core - 9 Colors Available! Console Skin Decal custom skin led mod sticker rapid fire,585059797,www.etsy.com/listing/585059797,32.52,4.58,10,"Select a color: Blue, Orange, Pink, Purple, Red, Yellow, Lime Green, Sky Blue, Smoked (dull gray)|Select an option: White(Xbox One Slim), Black(Xbox One Core), Unknown-Contact Us, Other-Contact Us, Xbox One X (2017)",10,"https://i.etsystatic.com/7004580/d/il/0b4972/1442854127/il_75x75.1442854127_atg1.jpg?version=0,https://i.etsystatic.com/7004580/d/il/81b49c/1442877459/il_75x75.1442877459_bsl8.jpg?version=0,https://i.etsystatic.com/7004580/c/2528/2007/180/0/il/0462dd/1395583130/il_75x75.1395583130_eh9m.jpg,https://i.etsystatic.com/7004580/d/il/85963d/1442878693/il_75x75.1442878693_gg20.jpg?version=0,https://i.etsystatic.com/7004580/d/il/dc2f29/1442853417/il_75x75.1442853417_lxtg.jpg?version=0,https://i.etsystatic.com/7004580/d/il/c118cd/1395608014/il_75x75.1395608014_i5ix.jpg?version=0,https://i.etsystatic.com/7004580/d/il/727971/1442853425/il_75x75.1442853425_9mlp.jpg?version=0,https://i.etsystatic.com/7004580/d/il/e3f3d5/1442879191/il_75x75.1442879191_sxnw.jpg?version=0,https://i.etsystatic.com/7004580/d/il/f4ec21/1395582714/il_75x75.1395582714_ako6.jpg?version=0,https://i.etsystatic.com/7004580/d/il/ff5d7c/1395608754/il_75x75.1395608754_d5w9.jpg?version=0",120,SprungFromNeverland,"THIS ITEM FOR SALE IS THE THREE DECAL MODEL DECAL SHEET - SO YOU WILL BE RECEIVING TWO DECALS FOR THE XBOX ONE CONTROLLERS AND ONE DECAL FOR THE XBOX ONE CONSOLE! PLEASE SEE OUR OTHER ITEMS FOR THE CONSOLE SINGLE DECAL, AND A 2 PACK THAT CONTAINS JUST CONTROLLER DECALS! IMPORTANT - YOU MUST SELECT THE STYLE OF CONTROLLER FROM THE DROP DOWN MENU CORRECTLY, THE POWER BUTTONS ARE NOT THE SAME SIZE - WE WILL SEND THE CORRECT DECAL FOR THE CONTROLLER YOU CHOOSE. IF YOU ARE NOT SURE WHICH TO PICK, PLEASE SEND OF A PIC OF YOUR CONTROLLER AND WE WILL TELL YOU =) Xglow Decals are removable, low tack translucent decals that apply over your Xbox One Console & Controller LED and change the color of your LED Xbox logo to glow any color you choose! Xglow Decals are peel and apply. Xglow uses a special adhesive blend that makes for reliability and easy removal. Removing your decal is easy, and will cause absolutely zero damage to your controller or console-guaranteed. Best of all, Xglow requires no tools to install and does not void your warranty or impact touch sensitivity of the power button. Xglow Decals are removable and reusable, so select one or more of your favorite colors and switch them as you choose to match your mood or theme. Choose your color from the drop down above to order. See our other items for other themed designs and multi colored quadrant decals. All Xglow Decals are covered by our shops 100% satisfaction guarantee. You'll love your item or your money back! Console LED decals and kits with controller and console decals in our shop! Please note - due to the concave nature of the xbox one controller power button, a ring of white light must remain slightly around the decal to allow the button to fully function, this is normal and looks quite awesome!!!",
Zane Borderlands 3 Inspired Handcrafted Controller for XBox One,714428370,www.etsy.com/listing/714428370,864.60,4.96,,"Select a style: Add color AXBY btns (BRL 918.98), Color Joystix (BRL 918.98), Color AXBY & Stix (BRL 973.36), Base controller (BRL 864.60)",4,"https://i.etsystatic.com/20390572/d/il/4ede80/2080416086/il_75x75.2080416086_2fpg.jpg?version=0,https://i.etsystatic.com/20390572/d/il/84fbd2/2127977239/il_75x75.2127977239_6agw.jpg?version=0,https://i.etsystatic.com/20390572/d/il/ea262d/2080416312/il_75x75.2080416312_p31g.jpg?version=0,https://i.etsystatic.com/20390572/d/il/bc22d2/2080416510/il_75x75.2080416510_f8qy.jpg?version=0",39,ModelerVStudios,"Handcrafted Xbox One Borderlands 3 Inspired Zane controller by ModelerV Studios Prepare for Mayhem with this Zane custom handcrafted XBox One controller! Features optional orange or black AXBY buttons and a bold design that will set you apart in the Pandoran wastelands! C'mon, Slab, you know you want it!! The example above is shown with optional color ABXY buttons and joysticks! This is a Handcrafted Xbox One controller These controllers are all designed, painted and created by me, and is a unique artistic creations. But as this is an individually created shell, there may be some variation in color, position and texture. The pictures above show the color AXBY buttons, available under the Styles drop down. ***THIS IS NOT A SKIN!!*** These are fully painted shells, and each is a unique design created through an artistic collaboration between you and I. I can add a name or gamer tag for a few more dollars. All full controllers used will be brand new, Microsoft Xbox One controllers, nothing off-brand or used! If you want a different brand or type of controller, please contact me. All controllers are finished with modelling lacquers and acrylics, and custom printed and designed decals. All controllers are finished with glossy clear lacquers for a hard protective finish. The controllers are all tested after painting to be sure they are working. ***Be aware that the process of opening the controller shells and painting them voids Microsoft's warranty*** I include free shipping to US addresses.",
